the_geom,address,allzoning1,allzoning2,appbbl,appdate,areasource,assessland,assesstot,bbl,bldgarea,bldgclass,bldgdepth,bldgfront,block,borocode,bsmtcode,builtcode,builtfar,cb2010,cd,comarea,commfar,condono,council,ct2010,easements,edesignum,exemptland,exempttot,ext,facilfar,factryarea,firecomp,garagearea,healtharea,histdist,irrlotcode,landmark,landuse,lot,lotarea,lotdepth,lotfront,lottype,ltdheight,numbldgs,numfloors,officearea,otherarea,overlay1,overlay2,ownername,ownertype,plutomapid,policeprct,proxcode,resarea,residfar,retailarea,sanborn,schooldist,spdist1,spdist2,splitzone,strgearea,taxmap,tract2010,unitsres,unitstotal,version,xcoord,ycoord,yearalter1,yearalter2,yearbuilt,zipcode,zmcode,zonedist1,zonedist2,zonedist3,zonedist4,zonemap
0106000020E61000000100000001030000000100000006000000C0F079B23D7D52C0EF269A50935E4440B37142402E7D52C006BF2CD86E5E4440155AB141337D52C04546F869695E4440D8C0A124437D52C0CEEC5F188E5E44403AE706C23D7D52C012485A74935E4440C0F079B23D7D52C0EF269A50935E4440,99 COMMERCIAL STREET,C2-4/R6,,0,,7,436500,888300,3024720400,87277,C7,484,100,2472,3,2,,1.8,1001,301,38413,0,0,33,563,0,,0,0,,4.8,0,L106,0,100,,N,,04,400,48500,484.5,100,5,,1,4,0,0,C2-4,,99 COMMERCIAL ST INC,P,1,94,0,48864,2.43,0,304 009,14,,,N,38413,30901,0563,21,22,15v1,996281,208239,2012,0,1931,11222,Y,R6,,,,8d
0106000020E61000000100000001030000000100000008000000B37142402E7D52C006BF2CD86E5E4440C0F079B23D7D52C0EF269A50935E444061C95BA6287D52C082F126FF985E4440D89DAC47287D52C034E813DB985E44403BA28F16287D52C0F20251CE985E4440862566D0267D52C03272422C8B5E44408482E47A2A7D52C0ABA479EF725E4440B37142402E7D52C006BF2CD86E5E4440,1155 MANHATTAN AVENUE,M1-2,R6,0,,7,1664550,5668200,3024720350,364000,F9,350,481,2472,3,5,,3.54,1001,301,364000,2,0,33,563,0,,0,2133000,,4.8,361000,L106,0,100,,Y,,06,350,102811,350,481,3,,2,6,0,3000,,,MANHATTAN AVE HOLDING,P,1,94,0,0,0,0,304 009,14,,,Y,0,30901,0563,0,110,15v1,996429,208340,2012,0,1906,11222,Y,M1-2,R6,,,9b
0106000020E610000001000000010300000001000000040000007763129D2F7D52C0D9D17117605E4440F8620538377D52C0375677AC5E5E444046BF2C1D307D52C0566F2270665E44407763129D2F7D52C0D9D17117605E4440,COMMERCIAL STREET,M1-2,,0,,7,34200,34200,3024780001,0,G7,0,0,2478,3,5,,0,2000,301,0,2,0,33,563,0,,0,0,,4.8,0,L106,0,100,,N,,10,1,4154,124.17,141.25,3,,0,0,0,0,,,VECTOR WEST REALTY CO,P,1,94,0,0,0,0,304 009,14,,,N,0,30901,0563,0,0,15v1,996389,207918,0,0,0,11222,,M1-2,,,,13a
0106000020E61000000100000001030000000100000007000000AF57BC7D2E7D52C0B0D8FBED645E4440BA31D7C22E7D52C0C8201BE1645E444068ABC2662E7D52C076474B51605E44407763129D2F7D52C0D9D17117605E444046BF2C1D307D52C0566F2270665E4440458FBABA2E7D52C0870C7DF3675E4440AF57BC7D2E7D52C0B0D8FBED645E4440,COMMERCIAL STREET,M1-2,,0,,7,13050,13050,3024780006,0,G7,0,0,2478,3,5,,0,,301,0,2,0,33,563,0,,0,0,,4.8,0,L106,0,100,,Y,,10,6,1600,67.25,28.42,5,,0,0,0,0,,,VECTOR WEST REALTY,P,1,94,0,0,0,0,304 009,14,,,N,0,30901,0563,0,0,15v1,0,0,0,0,0,11222,,M1-2,,,,13a
0106000020E61000000100000001030000000100000006000000D75D14852C7D52C0E1F616AB605E444068ABC2662E7D52C076474B51605E4440BA31D7C22E7D52C0C8201BE1645E4440AF57BC7D2E7D52C0B0D8FBED645E44406FCF54E12C7D52C03EA4DE3A655E4440D75D14852C7D52C0E1F616AB605E4440,19 BOX STREET,M1-2,,0,,7,18450,61200,3024780015,1500,F9,50,30,2478,3,5,E,1,2000,301,1500,2,0,33,563,0,,0,0,,4.8,1500,L106,0,100,,N,,06,15,1500,50,30,5,,1,1,0,0,,,HARRIS ASSOCIATES LLC,P,1,94,0,0,0,0,304 009,14,,,N,0,30901,0563,0,1,15v1,996468,207930,1991,0,1930,11222,,M1-2,,,,13a
0106000020E61000000100000001030000000100000007000000EC2BB171287D52C06C4D950E665E44408A446A032B7D52C064AEF793655E44406FCF54E12C7D52C03EA4DE3A655E4440AF57BC7D2E7D52C0B0D8FBED645E4440458FBABA2E7D52C0870C7DF3675E44409D668814297D52C09761E51F6E5E4440EC2BB171287D52C06C4D950E665E4440,1145 MANHATTAN AVENUE,M1-2,,0,,7,59400,87300,3024780008,1740,G2,29,60,2478,3,0,,0.3,2000,301,1740,2,0,33,563,0,,0,0,,4.8,0,L106,1740,100,,Y,,10,8,5792,85,113.73,3,,1,1,0,0,,,GREENPOINT PLAZA REAL,P,1,94,1,0,0,0,304 009,14,,,N,0,30901,0563,0,1,15v1,996508,207994,0,0,1931,11222,,M1-2,,,,13a
0106000020E61000000100000001030000000100000007000000668DA9D72A7D52C01B3A1169635E44403C50FE4F2B7D52C0DB14A352635E44409C33AA1F2B7D52C08099B9ED605E4440D75D14852C7D52C0E1F616AB605E44406FCF54E12C7D52C03EA4DE3A655E44408A446A032B7D52C064AEF793655E4440668DA9D72A7D52C01B3A1169635E4440,21 BOX STREET,M1-2,,0,,7,30600,53100,3024780014,1300,E9,50,26,2478,3,5,,0.86,2000,301,1300,2,0,33,563,0,,0,0,,4.8,1300,L106,0,100,,Y,,06,14,1520,50,26,5,,1,1,0,0,,,HARRIS ASSOCIATES LLC,P,1,94,0,0,0,0,304 009,14,,,N,0,30901,0563,0,1,15v1,996497,207936,0,0,1931,11222,,M1-2,,,,13a
0106000020E610000001000000010300000001000000060000009C33AA1F2B7D52C08099B9ED605E44403C50FE4F2B7D52C0DB14A352635E4440668DA9D72A7D52C01B3A1169635E444090D8EF45287D52C03FD1AEE3635E4440CC7F9D15287D52C0124CC57E615E44409C33AA1F2B7D52C08099B9ED605E4440,1139 MANHATTAN AVENUE,M1-2,,0,,7,11100,20400,3024780013,3600,S2,48,25,2478,3,2,,2.94,2000,301,1200,2,0,33,563,0,,0,0,,4.8,1200,L106,0,100,,N,,04,13,1223,48.92,25,5,,1,3,0,0,,,MANBOX RLTY CORP,P,1,94,0,2400,0,0,304 009,14,,,N,0,30901,0563,2,3,15v1,996534,207926,0,0,1931,11222,,M1-2,,,,13a
0106000020E6100000010000000103000000010000000500000090D8EF45287D52C03FD1AEE3635E4440668DA9D72A7D52C01B3A1169635E44408A446A032B7D52C064AEF793655E4440EC2BB171287D52C06C4D950E665E444090D8EF45287D52C03FD1AEE3635E4440,1141 MANHATTAN AVENUE,M1-2,,0,,7,10140,18660,3024780012,3000,S2,40,25,2478,3,2,,3,2000,301,1000,2,0,33,563,0,,0,0,,4.8,0,L106,0,100,,Y,,04,12,1000,40,25,5,,1,3,0,0,,,1141 MANHATTAN AVENUE,P,1,94,0,2000,0,0,304 009,14,,,N,1000,30901,0563,2,3,15v1,996535,207952,0,0,1931,11222,,M1-2,,,,13a
0106000020E61000000100000001030000000100000007000000B9BF8B5A1E7D52C01425BC8C6C5E4440A335B82A1E7D52C0FC838C566A5E4440854FE52A247D52C01080A235695E4440F13F975A247D52C0F9BBA3736B5E444084E4E80E247D52C0DC2722D86D5E444017134F8D1E7D52C05105B9E56E5E4440B9BF8B5A1E7D52C01425BC8C6C5E4440,1150 MANHATTAN AVENUE,M1-2,,0,,7,59400,139950,3024790004,4900,F9,100,50,2479,3,5,,1,1002,301,4900,2,0,33,579,0,,0,0,,4.8,4900,L106,0,300,,Y,,06,4,4900,100,51.25,5,,1,1,0,0,,,1150 MANHATTAN AVENUE,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,996677,208033,0,0,1931,11222,,M1-2,,,,13a
0106000020E61000000100000001030000000100000005000000F37D96F91D7D52C00313ED10685E4440D8748DFA237D52C08964DCEF665E4440854FE52A247D52C01080A235695E4440A335B82A1E7D52C0FC838C566A5E4440F37D96F91D7D52C00313ED10685E4440,1146 MANHATTAN AVENUE,M1-2,,0,,7,20700,21150,3024790003,0,G7,0,0,2479,3,5,,0,1002,301,0,2,0,33,579,0,,0,0,,4.8,0,L106,0,300,,N,,10,3,2500,100,25,5,,0,0,0,0,,,1140-1146 MANHATTAN A,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,0,15v1,996680,207995,0,0,0,11222,,M1-2,,,,13a
0106000020E6100000010000000103000000010000000500000017134F8D1E7D52C05105B9E56E5E444084E4E80E247D52C0DC2722D86D5E4440F99B80C9237D52C0DBDBDC09705E444074BCE6BA1E7D52C026FD7501715E444017134F8D1E7D52C05105B9E56E5E4440,1154 MANHATTAN AVENUE,M1-2,,0,,7,10380,18960,3024790006,3938,S2,50,26.25,2479,3,5,,1.79,1002,301,1339,2,0,33,579,0,,0,0,,4.8,0,L106,0,300,,Y,,04,6,2200,92,26.25,5,,1,3,0,1339,,,1154 MANHATTAN AVE. L,,1,94,0,2599,0,0,304 010,14,,,N,0,30901,0579,2,3,15v1,996677,208071,0,0,1931,11222,Y,M1-2,,,,13a
0106000020E6100000010000000103000000010000000500000063276E971D7D52C089B4E086635E44408311F899237D52C02F3A8665625E4440D8748DFA237D52C08964DCEF665E4440F37D96F91D7D52C00313ED10685E444063276E971D7D52C089B4E086635E4440,1140 MANHATTAN AVENUE,M1-2,,0,,7,55572,135335,3024790001,7950,C7,50,50,2479,3,5,,1.59,1002,301,2850,2,0,33,579,0,,0,0,E,4.8,2000,L106,0,300,,N,,04,1,5000,100,50,3,,1,3,0,0,,,1140-1146 MANHATTAN A,,1,94,0,5100,0,850,304 010,14,,,N,0,30901,0579,7,10,15v1,996685,207957,0,0,1931,11222,,M1-2,,,,13a
0106000020E6100000010000000103000000010000000500000074BCE6BA1E7D52C026FD7501715E4440F99B80C9237D52C0DBDBDC09705E4440EADAEE7B237D52C055C9AB7D725E4440CEBDDAED1E7D52C05ED2AF5C735E444074BCE6BA1E7D52C026FD7501715E4440,1158 MANHATTAN AVENUE,M1-2,,0,,7,27450,81450,3024790007,1509,F9,50,26.25,2479,3,0,,0.69,1002,301,1509,2,0,33,579,0,,0,0,,4.8,1509,L106,0,300,,Y,,06,7,2200,84,26.25,5,,1,1,0,0,,,MACDADDY STUDIOS INC,,1,94,3,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,996678,208096,2005,0,1931,11222,Y,M1-2,,,,9b
0106000020E61000000100000001030000000100000005000000CEBDDAED1E7D52C05ED2AF5C735E4440EADAEE7B237D52C055C9AB7D725E4440441F8933237D52C099E892C7745E44408B24681D1F7D52C0552DA68F755E4440CEBDDAED1E7D52C05ED2AF5C735E4440,1160 MANHATTAN AVENUE,M1-2,,0,,7,36450,80100,3024790008,1885,O9,37,25,2479,3,0,,1.05,1002,301,1885,2,0,33,579,0,,0,0,,4.8,0,L106,0,300,,Y,,05,8,1800,68,26.25,3,,1,2,1885,0,,,BIRACS ASSETS LLC,,1,94,1,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,996678,208122,2011,0,2012,11222,,M1-2,,,,9b
0106000020E610000001000000010300000001000000060000001770AD4F187D52C0102835EB7B5E4440610B647A227D52C0FD13FFFA795E44409C27284A217D52C062AC4A52825E4440C6440A72197D52C06AF725D1835E44405542BBE3187D52C093DAD94D835E44401770AD4F187D52C0102835EB7B5E4440,1164 MANHATTAN AVENUE,M1-2,,0,,7,207900,1433700,3024770001,34060,O8,85,60,2477,3,0,,2.66,1001,301,32590,2,0,33,579,0,,0,1157310,,4.8,4650,L106,0,300,,Y,,05,1,12825,168.75,90.25,3,,3,4,25000,0,,,1166 MANHATTAN AVENUE,,1,94,0,1470,0,0,304 010,14,,,N,0,30901,0579,2,24,15v1,996745,208243,2006,0,1931,11222,,M1-2,,,,9b
0106000020E6100000010000000103000000010000000E000000849A7300187D52C0425447BA9B5E444082CC548D157D52C08C48DD717C5E44401770AD4F187D52C0102835EB7B5E44405542BBE3187D52C093DAD94D835E4440C6440A72197D52C06AF725D1835E44409C27284A217D52C062AC4A52825E44401EBF74C91D7D52C05279CBE79A5E4440A892FC751D7D52C0BA984EF29A5E44400D90CE901B7D52C09518E2729B5E4440B2E21AD91A7D52C0B06E95969B5E444043A3900E1A7D52C06E0510B39B5E44402D76E535197D52C0562C3AC19B5E44403D268D37187D52C0DCDF06C19B5E4440849A7300187D52C0425447BA9B5E4440,1200 MANHATTAN AVENUE,M1-2,,0,,7,216900,225450,3024770002,0,G7,80,0,2477,3,5,,0,1001,301,0,2,0,33,579,0,,0,0,,4.8,0,L106,0,300,,Y,,10,2,40871,180.53,282.56,4,,1,1,0,0,,,MASLUF REALTY CORP,P,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,0,15v1,996784,208401,0,0,1931,11222,,M1-2,,,,9b
0106000020E6100000010000000103000000010000000800000033E9D9EA1C7D52C0585CE1D16C5E4440B9BF8B5A1E7D52C01425BC8C6C5E444017134F8D1E7D52C05105B9E56E5E444074BCE6BA1E7D52C026FD7501715E4440CEBDDAED1E7D52C05ED2AF5C735E44408B24681D1F7D52C0552DA68F755E4440F464CFAD1D7D52C0BE8FF4D5755E444033E9D9EA1C7D52C0585CE1D16C5E4440,12 ASH STREET,M1-2,,0,,7,35550,111150,3024790010,2500,E9,100,25,2479,3,5,,1,1002,301,2500,2,0,33,579,0,,0,0,,4.8,2500,L106,0,300,,N,,06,10,2500,100,25,5,,1,1,0,0,,,JENNINGS KATHERINE M,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,996732,208090,0,0,1931,11222,Y,M1-2,,,,9b
0106000020E610000001000000010300000001000000090000002B986755167D52C092B74EE4645E444063276E971D7D52C089B4E086635E4440F37D96F91D7D52C00313ED10685E4440A335B82A1E7D52C0FC838C566A5E4440B9BF8B5A1E7D52C01425BC8C6C5E444033E9D9EA1C7D52C0585CE1D16C5E44405F8525641B7D52C063035D1B6D5E444068B48118177D52C012B72BEA6D5E44402B986755167D52C092B74EE4645E4440,41 BOX STREET,M1-2,,0,,7,253350,1357650,3024790055,34750,O1,100,100,2479,3,0,,2.78,1002,301,34750,2,0,33,579,0,,0,0,E,4.8,0,L106,12250,300,,N,,05,55,12500,100,125,5,,1,3,22500,0,,,BOX PACE RLTY INC,,1,94,3,0,0,0,304 010,14,,,N,0,30901,0579,0,3,15v1,996794,207996,2007,0,1931,11222,,M1-2,,,,13a
0106000020E610000001000000010300000001000000050000005F8525641B7D52C063035D1B6D5E444033E9D9EA1C7D52C0585CE1D16C5E4440F464CFAD1D7D52C0BE8FF4D5755E4440E4D634271C7D52C087B6A820765E44405F8525641B7D52C063035D1B6D5E4440,14 ASH STREET,M1-2,,0,,7,35550,145350,3024790011,5000,E3,100,25,2479,3,5,,2,1002,301,5000,2,0,33,579,0,,0,0,,4.8,5000,L106,0,300,,N,,06,11,2500,100,25,5,,1,2,0,0,,,RML ASSOCIATES,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,996757,208094,0,0,1960,11222,Y,M1-2,,,,9b
0106000020E610000001000000010300000001000000070000006AFCBE65137D52C060F0A971655E44402B986755167D52C092B74EE4645E444068B48118177D52C012B72BEA6D5E44405F8525641B7D52C063035D1B6D5E4440E4D634271C7D52C087B6A820765E44403EBC62EC147D52C069199D82775E44406AFCBE65137D52C060F0A971655E4440,16 ASH STREET,M1-2,,0,,7,280800,682650,3024790012,17300,E3,200,50,2479,3,5,,1,1002,301,17300,2,0,33,579,0,,0,0,,4.8,17300,L106,0,300,,Y,,06,12,17333,200,124.17,4,,2,1,0,0,,,RML ASSOCIATES,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,2,15v1,996838,208104,0,0,1931,11222,Y,M1-2,,,,13a
0106000020E6100000010000000103000000010000000F000000842525CB0C7D52C0B42A80B3995E44400AFC49AA0A7D52C0E8FD2D857E5E444082CC548D157D52C08C48DD717C5E4440849A7300187D52C0425447BA9B5E444052DB104C177D52C0D1E62CA49B5E4440D46C5691157D52C03837836A9B5E4440743A3BD0147D52C0DE61B64D9B5E4440EC983FF9127D52C0B3F001149B5E4440B37B4B25127D52C061D6D6139B5E444079867380117D52C02ACB890C9B5E4440093504E5107D52C085206A0C9B5E444079210453107D52C0C9D521DA9A5E44406F1B24CC0E7D52C0509A60439A5E44406E81A9E00D7D52C0577BB2029A5E4440842525CB0C7D52C0B42A80B3995E4440,23 ASH STREET,M1-2,,0,,7,490050,1090800,3024770060,34000,E3,200,170,2477,3,5,,0.56,1001,301,34000,2,0,33,579,0,,490050,1090800,,4.8,34000,L106,0,300,,Y,,06,60,60500,343,185,5,,1,1,0,0,,,NYC HOSUING AUTHORITY,O,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,996944,208405,0,0,1968,11222,,M1-2,,,,9b
0106000020E61000000100000001030000000100000005000000F19CF2630D7D52C0CD9DDB92665E44406AFCBE65137D52C060F0A971655E44403EBC62EC147D52C069199D82775E4440FC1EFCEA0E7D52C010679FA8785E4440F19CF2630D7D52C0CD9DDB92665E4440,26 ASH STREET,M1-2,,0,,7,245250,494100,3024790018,20000,E3,200,100,2479,3,5,,0.99,1002,301,20000,2,0,33,579,0,,0,0,,4.8,20000,L106,0,300,,N,,06,18,20166,200,100.83,4,,1,1,0,0,,,"M&D 57 BOX STREET, LL",P,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,996949,208067,0,0,1951,11222,Y,M1-2,,,,13a
0106000020E61000000100000001030000000100000005000000B3C7B905097D52C013402265675E4440F19CF2630D7D52C0CD9DDB92665E4440FC1EFCEA0E7D52C010679FA8785E44405988B5840A7D52C062330080795E4440B3C7B905097D52C013402265675E4440,40 ASH STREET,M1-2,,3024790023,08/19/2013,7,182250,521550,3024790023,15000,E3,200,75,2479,3,0,,1,1002,301,15000,2,0,33,579,0,,0,144226,,4.8,15000,L106,0,300,,N,,06,23,15000,200,75,4,,1,1,0,0,,,77 BOX STREET HOLDING,,1,94,3,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,997037,208078,1999,2011,1952,11222,Y,M1-2,,,,13a
0106000020E6100000010000000103000000010000000C000000BE1FDC3AFE7C52C03E2AE61B965E44406E7D2005027D52C089720F2B805E44400AFC49AA0A7D52C0E8FD2D857E5E4440842525CB0C7D52C0B42A80B3995E44408A9506520B7D52C09F6DE147995E44408AA859080A7D52C077891E07995E4440C800B079077D52C0D5DD4AA2985E4440B80ED063067D52C09350E96F985E4440144BD7FA037D52C040BA45E7975E444007F8B1C5017D52C0FDE45750975E4440690C3AB6FF7C52C0EB7E20AB965E4440BE1FDC3AFE7C52C03E2AE61B965E4440,49 ASH STREET,M1-2,,0,,7,457650,1457100,3024770052,52003,E3,275,139,2477,3,5,,1.01,1001,301,52003,2,0,33,579,0,,0,249300,,4.8,49187,L106,0,300,,Y,,06,52,51567,909.08,139.25,5,,1,2,2816,0,,,STOCK BLUE REALTY COR,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,997135,208406,1999,0,1969,11222,,M1-2,,,,9b
0106000020E61000000100000001030000000100000005000000B3C7B905097D52C013402265675E44405988B5840A7D52C062330080795E44404D01ADA3047D52C08367CD9F7A5E4440E57EF71B037D52C00F0DC981685E4440B3C7B905097D52C013402265675E4440,77 BOX STREET,M1-2,,3024790023,08/19/2013,7,243000,1684350,3024790028,0,H3,200,100,2479,3,0,,0,1002,301,0,2,0,33,579,0,,0,0,,4.8,0,L106,0,300,,N,,05,28,20000,200,100,3,,1,4,0,0,,,77 BOX STREET HOLDING,,1,94,2,0,0,0,304 010,14,,,N,0,30901,0579,0,45,15v1,997124,208088,1999,2011,1952,11222,Y,M1-2,,,,9b
0106000020E610000001000000010300000001000000070000006E7D2005027D52C089720F2B805E4440BE1FDC3AFE7C52C03E2AE61B965E444033F0BBC7FD7C52C080686EF0955E44407E10E143FD7C52C0093CD7AF955E444027682A00FD7C52C08294B18F955E4440D04EADA6007D52C08990DE6D805E44406E7D2005027D52C089720F2B805E4440,437 MC GUINNESS BLVD,M1-2,,0,,7,40050,40050,3024770040,0,G7,0,0,2477,3,5,,0,1001,301,0,2,0,33,579,0,,0,0,,4.8,0,L106,0,300,,Y,,10,40,4900,21.67,241.58,5,,0,0,0,0,,,BROADWAY STAGES INC,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,0,15v1,997249,208379,0,0,0,11222,,M1-2,,,,9b
0106000020E6100000010000000103000000010000000F00000087A9367BC97C52C0BA19B8AC785E4440A7FA6A13D47C52C0DB6844D7515E4440190E9030F87C52C054EFA298685E4440F57B59CBF97C52C0921CA9B57A5E444068D94D6FF97C52C024B3BB3B7C5E4440E8AB1ED5F47C52C0E2C7BC29795E444014820906EC7C52C00C677FEE8C5E44400A5FCC5ED77C52C07C90F4BB825E4440A51C3825D57C52C039C8825C815E4440D48EDC68D47C52C0AB7EDDF0805E44405FE1F223D37C52C0BB14CC20805E4440E0D95B66D07C52C0D353F70D7E5E4440F5F3ED95CD7C52C0FD17F7F37B5E4440732B8039CC7C52C08BBF38DC7A5E444087A9367BC97C52C0BA19B8AC785E4440,25 PAIDGE AVENUE,M3-1,,0,,7,2034000,2423700,3024910001,40846,F8,71,242,2491,3,5,,0.13,2002,301,40846,2,0,33,579,0,,0,0,,0,40846,E238,0,300,,Y,,06,1,324075,468.75,665,3,,9,1,0,0,,,ARC TERMINALS NEW YOR,,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,1,15v1,997760,208084,0,0,1930,11222,Y,M3-1,,,,9b
0106000020E6100000010000000103000000010000000800000014820906EC7C52C00C677FEE8C5E4440E8AB1ED5F47C52C0E2C7BC29795E444068D94D6FF97C52C024B3BB3B7C5E44406839F031F97C52C0A27AC83F7D5E4440B030DB92F57C52C02D76A5EB915E44402E2F1AF2F17C52C02BD11D07905E4440E60B4BFAEE7C52C00108FB6F8E5E444014820906EC7C52C00C677FEE8C5E4440,MC GUINNESS BLVD,M3-1,,0,,7,0,0,3024910136,0,U5,0,0,2491,3,5,,0,2002,301,0,2,0,33,579,0,,0,0,,0,0,E238,0,300,,Y,,07,136,0,87.92,241.83,5,,1,0,0,0,,,CONSOLIDATED EDISON,P,1,94,0,0,0,0,304 010,14,,,N,0,30901,0579,0,0,15v1,997450,208324,0,0,0,11222,,M3-1,,,,9b
0106000020E61000000100000001030000000100000004000000C438D1DFE47C52C0F85045B6565E4440014BEA77F67C52C0FD2C9054535E4440D4C104BDF77C52C0FE343793625E4440C438D1DFE47C52C0F85045B6565E4440,404 MC GUINNESS BLVD,M3-1,,0,,7,288900,957150,3024840001,24352,G9,100,165,2484,3,5,,1.02,2003,301,24352,2,0,33,579,0,,0,0,,0,0,E238,18200,300,,Y,,07,1,23773,287.42,165.42,3,,2,2,2500,1152,,,SOLENTO PROP INC,P,1,94,0,0,0,0,304 010,14,,,N,2500,30901,0579,0,2,15v1,997459,207831,0,0,1931,11222,,M3-1,,,,13a
0106000020E61000000100000001030000000100000007000000FE539766E97C52C090E5FC79475E444042A00A73EF7C52C0DE55E252465E4440BCE8FAD4EF7C52C0BCC951CA4A5E444062C42AB1F57C52C00AD7A7B3495E44402F742915F67C52C04C7608434E5E4440AF65E32BEA7C52C08A7E7179505E4440FE539766E97C52C090E5FC79475E4440,400 MC GUINNESS BLVD,M1-1,,0,,7,243000,1511550,3024890007,38250,N2,75,50,2489,3,5,,2.55,2004,301,27750,1,0,33,579,0,,0,0,,2.4,0,E238,0,300,,Y,,08,7,15000,200,50,3,,4,3,0,27750,,,400 MCGUINNESS BOULEV,,1,94,0,10500,0,0,304 048,14,,,N,0,30901,0579,0,20,15v1,997569,207671,1999,0,1935,11222,,M1-1,,,,13a
0106000020E6100000010000000103000000010000000600000042A00A73EF7C52C0DE55E252465E444027498B42EF7C52C03749B41C445E4440FD8E1C1EF57C52C03E8FE9FE425E444062C42AB1F57C52C00AD7A7B3495E4440BCE8FAD4EF7C52C0BCC951CA4A5E444042A00A73EF7C52C0DE55E252465E4440,394 MC GUINNESS BLVD,M1-1,,0,,7,60750,448200,3024890004,21000,F9,100,75,2489,3,5,,2.8,2004,301,21000,1,0,33,579,0,,0,0,,2.4,21000,E238,0,300,,N,,06,4,7500,100,75,5,,1,3,0,0,,,394 MCGUINNESS CORP,P,1,94,0,0,0,0,304 048,14,,,N,0,30901,0579,0,3,15v1,997469,207621,0,0,1931,11222,,M1-1,,,,13a
0106000020E610000001000000010300000001000000080000003536B4EBE57C52C08FD939113F5E44407FA6DB8AF47C52C03EE0D7473C5E4440FD8E1C1EF57C52C03E8FE9FE425E444027498B42EF7C52C03749B41C445E444042A00A73EF7C52C0DE55E252465E4440FE539766E97C52C090E5FC79475E44405AFD70AFE67C52C028EB77FE475E44403536B4EBE57C52C08FD939113F5E4440,388 MC GUINNESS BLVD,M1-1,,3024890001,09/16/1991,7,410400,653850,3024890001,23875,F9,177,75,2489,3,5,,1.06,2004,301,23875,1,0,33,579,0,,0,0,,2.4,21375,E238,0,300,,Y,,06,1,22500,250,75,3,,1,3,2500,0,,,LEBAN REALTY LLC,,1,94,0,0,0,0,304 048,14,,,N,0,30901,0579,0,5,15v1,997560,207565,1975,0,1925,11222,,M1-1,,,,13a
0106000020E61000000100000001030000000100000005000000B91710CCED7C52C09E16D676335E4440BA994010F47C52C09DD27445325E444064C77B78F47C52C0445DB41F375E44404FA7AA33EE7C52C0FEFCA649385E4440B91710CCED7C52C09E16D676335E4440,384 MC GUINNESS BLVD,M1-1,,0,,7,71100,266400,3024970007,4856,G2,100,50,2497,3,5,,0.97,2012,301,4856,1,0,33,579,0,,0,0,,2.4,0,E238,4600,300,,N,,10,7,5000,100,50,3,,1,1,256,0,,,NORTH GREENPOINT PROP,,1,94,0,0,0,0,304 048,14,,,N,0,30901,0579,0,1,15v1,997491,207425,0,0,1931,11222,,M1-1,,,,13a
0106000020E61000000100000001030000000100000005000000E24CBF9EED7C52C0AEE8CB5A315E44405131F0E2F37C52C064B86A29305E4440BA994010F47C52C09DD27445325E4440B91710CCED7C52C09E16D676335E4440E24CBF9EED7C52C0AEE8CB5A315E4440,382 MC GUINNESS BLVD,M1-1,,0,,7,23305,30763,3024970006,3000,S2,60,25,2497,3,5,,1.2,2012,301,1000,1,0,33,579,0,,3440,3440,,2.4,0,E238,0,300,,N,,04,6,2500,100,25,5,,2,2,0,0,,,382 MCGUINNESS REALTY,,1,94,0,2000,0,0,304 048,14,,,N,1000,30901,0579,2,3,15v1,997496,207386,2013,0,1931,11222,,M1-1,,,,13a
0106000020E610000001000000010300000001000000050000001440C96FED7C52C05ACF182B2F5E4440D0BCF9B3F37C52C018E1B8F92D5E44405131F0E2F37C52C064B86A29305E4440E24CBF9EED7C52C0AEE8CB5A315E44401440C96FED7C52C05ACF182B2F5E4440,380 MC GUINNESS BLVD,M1-1,,0,,7,25650,41400,3024970005,1990,F9,52,22,2497,3,2,,0.8,2012,301,1144,1,0,33,579,0,,0,0,,2.4,1144,E238,0,300,,N,,06,5,2500,100,25,5,,2,1,0,0,,,DZEMIL DEMIROVIC AKA,,1,94,0,846,0,0,304 048,14,,,N,0,30901,0579,5,6,15v1,997499,207362,0,0,1931,11222,,M1-1,,,,13a
